Position,Track Name,Artist,Streams,URL,Date,Region
199,Me soltaste,Jesse & Joy,1414,https://open.spotify.com/track/02yD6Wmpx5kLAoXLQOnuEb,2017-01-05,ec
200,Un Polvo,Maluma,1408,https://open.spotify.com/track/01vHGJRvJ6EZW9KO8NtZpi,2017-01-05,ec
1,Reggaetón Lento (Bailemos),CNCO,18579,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-06,ec
2,Chantaje,Shakira,17215,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-06,ec
3,Otra Vez (feat. J Balvin),Zion & Lennox,15447,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-06,ec
4,Vente Pa' Ca,Ricky Martin,12770,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-06,ec
5,Safari,J Balvin,12766,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-06,ec
6,Ay Mi Dios,IAmChino,10841,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,2017-01-06,ec
7,Let Me Love You,DJ Snake,10578,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-06,ec
8,Vacaciones,Wisin,10318,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,2017-01-06,ec
9,Traicionera,Sebastian Yatra,9457,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,2017-01-06,ec
10,Closer,The Chainsmokers,9090,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-06,ec
11,Dile Que Tu Me Quieres,Ozuna,9089,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-01-06,ec
12,Chillax,Farruko,8255,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-06,ec
13,Starboy,The Weeknd,8229,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-06,ec
14,Don't Wanna Know,Maroon 5,7933,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-06,ec
15,La Bicicleta,Carlos Vives,7914,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017-01-06,ec
16,Cuatro Babys,Maluma,7746,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,2017-01-06,ec
17,My Way,Calvin Harris,7575,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-06,ec
18,Andas En Mi Cabeza,Chino & Nacho,7528,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,2017-01-06,ec
19,One Dance,Drake,7433,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-06,ec
20,24K Magic,Bruno Mars,7133,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-06,ec
21,Shape of You,Ed Sheeran,7099,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-06,ec
22,Me Llamas (feat. Maluma) - Remix,Piso 21,7042,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,2017-01-06,ec
23,Shaky Shaky,Daddy Yankee,7010,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,2017-01-06,ec
24,Cold Water (feat. Justin Bieber & MØ),Major Lazer,6370,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-06,ec
25,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,6242,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-06,ec
26,In the Name of Love,Martin Garrix,6083,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-06,ec
27,Bailame Despacio,Xantos,6043,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,2017-01-06,ec
28,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,6034,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-06,ec
29,DUELE EL CORAZON,Enrique Iglesias,5937,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,2017-01-06,ec
30,Borro Cassette,Maluma,5930,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,2017-01-06,ec
31,Castle on the Hill,Ed Sheeran,5890,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-01-06,ec
32,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5808,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-06,ec
33,Gyal You A Party Animal - Remix,Charly Black,5690,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,2017-01-06,ec
34,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,5674,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,2017-01-06,ec
35,I Feel It Coming,The Weeknd,5638,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-06,ec
36,Treat You Better,Shawn Mendes,5170,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-06,ec
37,Desde Esa Noche,Thalía,5020,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,2017-01-06,ec
38,Don't Let Me Down,The Chainsmokers,4980,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-06,ec
39,Side To Side,Ariana Grande,4956,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-06,ec
40,Cheap Thrills,Sia,4954,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-06,ec
41,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,4948,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-06,ec
42,Bobo,J Balvin,4831,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,2017-01-06,ec
43,Te Quiero Pa´Mi,Don Omar,4811,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,2017-01-06,ec
44,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,4761,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,2017-01-06,ec
45,Heathens,Twenty One Pilots,4679,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-06,ec
46,Baila Conmigo,Juan Magán,4588,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,2017-01-06,ec
47,Fuego,Juanes,4576,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,2017-01-06,ec
48,This Is What You Came For,Calvin Harris,4564,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-06,ec
49,Tan Fácil,CNCO,4548,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,2017-01-06,ec
50,Gyal You A Party Animal,Charly Black,4520,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,2017-01-06,ec
51,La Gozadera,Gente De Zona,4328,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,2017-01-06,ec
52,Te Vas,Ozuna,4164,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,2017-01-06,ec
53,Photograph,Ed Sheeran,4138,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-01-06,ec
54,Hasta el Amanecer,Nicky Jam,3738,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,2017-01-06,ec
55,Just Hold On,Steve Aoki,3699,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-06,ec
56,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3552,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-06,ec
57,Manicomio,Cosculluela,3543,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,2017-01-06,ec
58,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,3538,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,2017-01-06,ec
59,Thinking Out Loud,Ed Sheeran,3460,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-01-06,ec
60,Me Rehúso,Danny Ocean,3456,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-01-06,ec
61,Deja Que Te Bese,Alejandro Sanz,3399,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,2017-01-06,ec
62,Ruleta Rusa,Kevin Roldan,3384,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,2017-01-06,ec
63,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,3327,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-01-06,ec
64,Cake By The Ocean,DNCE,3269,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-06,ec
65,Por Fin Te Encontré,Cali Y El Dandee,3222,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,2017-01-06,ec
66,Faded,Alan Walker,3199,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-06,ec
67,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,3188,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,2017-01-06,ec
68,Enamorándonos,Cabas,3097,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,2017-01-06,ec
69,Ride,Twenty One Pilots,3093,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-06,ec
70,Stressed Out,Twenty One Pilots,3073,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-06,ec
71,El Chisme,Reykon,3059,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,2017-01-06,ec
72,Hymn For The Weekend - Seeb Remix,Coldplay,3035,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-06,ec
73,Corazon De Seda (feat. Ozuna),Klasico,2995,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,2017-01-06,ec
74,Say You Won't Let Go,James Arthur,2949,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-06,ec
75,Ya Me Enteré,Reik,2903,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,2017-01-06,ec
76,Encantadora - Remix,Yandel,2882,https://open.spotify.com/track/0EpFfFZpCuqYFzHvxOtrZS,2017-01-06,ec
77,Bajo el agua,Manuel Medrano,2870,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,2017-01-06,ec
78,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2828,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-06,ec
79,Quisiera,CNCO,2812,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,2017-01-06,ec
80,Una y otra vez,Manuel Medrano,2808,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G,2017-01-06,ec
81,Call On Me - Ryan Riback Extended Remix,Starley,2769,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-06,ec
82,Work,Rihanna,2741,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-06,ec
83,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2726,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,2017-01-06,ec
84,Traicionera - Remix,Sebastian Yatra,2707,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,2017-01-06,ec
85,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,2690,https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,2017-01-06,ec
86,Love Yourself,Justin Bieber,2663,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-06,ec
87,Que Raro,Feid,2649,https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz,2017-01-06,ec
88,Me Ama Me Odia,Ozuna,2612,https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,2017-01-06,ec
89,Work from Home,Fifth Harmony,2594,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-06,ec
90,Hear Me Now,Alok,2530,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-06,ec
91,Perfect Strangers,Jonas Blue,2528,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-01-06,ec
92,El Perdedor - The Remix,Maluma,2525,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,2017-01-06,ec
93,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,2520,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,2017-01-06,ec
94,All We Know,The Chainsmokers,2497,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-06,ec
95,Black Beatles,Rae Sremmurd,2408,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-06,ec
96,By Your Side,Jonas Blue,2406,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-06,ec
97,Mercy,Shawn Mendes,2373,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-06,ec
98,Shed a Light,Robin Schulz,2357,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-06,ec
99,Para Enamorarte,CNCO,2352,https://open.spotify.com/track/3B21fRFqPLmTd9zAlK0I8A,2017-01-06,ec
100,Encantadora,Yandel,2343,https://open.spotify.com/track/7LABrQFfRYcZUqUwng0Heb,2017-01-06,ec
101,Dueles,Jesse & Joy,2328,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,2017-01-06,ec
102,De Pies a Cabeza,Maná,2320,https://open.spotify.com/track/2CkHE54EH44Qj945ynQRw7,2017-01-06,ec
103,Alone,Alan Walker,2310,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-06,ec
104,Middle,DJ Snake,2310,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-01-06,ec
105,Quiero Que Vuelvas,Alejandro Fernandez,2296,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,2017-01-06,ec
106,Ando buscando,Carlos Baute,2293,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,2017-01-06,ec
107,Me llamas,Piso 21,2290,https://open.spotify.com/track/3jpqMaJREkmVDYlRvW1qWC,2017-01-06,ec
108,Fake Love,Drake,2286,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-06,ec
109,Ginza,J Balvin,2259,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,2017-01-06,ec
110,Te Busco (feat. Nicky Jam),Cosculluela,2235,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,2017-01-06,ec
111,Starving,Hailee Steinfeld,2232,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-06,ec
112,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,2176,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,2017-01-06,ec
113,Too Good,Drake,2154,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-06,ec
114,Sorry,Justin Bieber,2142,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-06,ec
115,Hello,Karol G,2139,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,2017-01-06,ec
116,Me Reclama,Mambo Kingz,2134,https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,2017-01-06,ec
117,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,2128,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,2017-01-06,ec
118,Nunca Me Olvides,Yandel,2120,https://open.spotify.com/track/27ebni0DfbT5Owz6W42HP8,2017-01-06,ec
119,Sofia,Alvaro Soler,2114,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,2017-01-06,ec
120,Sugar,Maroon 5,2108,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,2017-01-06,ec
121,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,2107,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,2017-01-06,ec
122,Lean On (feat. MØ & DJ Snake),Major Lazer,2075,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017-01-06,ec
123,Sin Contrato,Maluma,2067,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,2017-01-06,ec
124,The Scientist,Coldplay,2063,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-06,ec
125,El Perdedor,Maluma,2051,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,2017-01-06,ec
126,Locuras contigo,Rombai,2047,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,2017-01-06,ec
127,Obsesionado,Farruko,2046,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1,2017-01-06,ec
128,Se Acabó,Sanluis,2033,https://open.spotify.com/track/7BHNaG7YZHjGbAAqIHQzNf,2017-01-06,ec
129,Desde Que Estamos Juntos,Melendi,2030,https://open.spotify.com/track/66VmioeXL4i1TCfHIO8R9t,2017-01-06,ec
130,Amor y dolor,Carlos Baute,2030,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,2017-01-06,ec
131,The Greatest,Sia,2017,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-06,ec
132,Soy Peor,Bad Bunny,2004,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0,2017-01-06,ec
133,The Greatest,Sia,1995,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-06,ec
134,Quiero Que Sepas,Juan Magán,1947,https://open.spotify.com/track/0fm7fJ4aZv6Wx0klIcyXPz,2017-01-06,ec
135,Noche Loca,Marama,1893,https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,2017-01-06,ec
136,El Perdón,Nicky Jam,1882,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,2017-01-06,ec
137,Pa Que Me Invitan - Spanglish Version,Jencarlos,1858,https://open.spotify.com/track/2VRssqds7rRNb4eaG9FaY8,2017-01-06,ec
138,Si Ella Quisiera,Justin Quiles,1851,https://open.spotify.com/track/7cIkMEpDhT7Vpw1FHOQqKC,2017-01-06,ec
139,Me Voy Enamorando - Remix,Chino & Nacho,1763,https://open.spotify.com/track/0nfBKG11Wv2bK8cPjMU5VB,2017-01-06,ec
140,The Mack,Nevada,1759,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-06,ec
141,All of Me,John Legend,1746,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,2017-01-06,ec
142,Nota de Amor,Wisin,1739,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,2017-01-06,ec
143,Materialista,Silvestre Dangond,1738,https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ,2017-01-06,ec
144,Bailar - Radio Edit,Deorro,1726,https://open.spotify.com/track/1HCw8XKtTgWWU3JlEUR0qQ,2017-01-06,ec
145,Can't Feel My Face,The Weeknd,1719,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,2017-01-06,ec
146,Stole the Show,Kygo,1715,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,2017-01-06,ec
147,Tan Fácil - Urban Remix,CNCO,1714,https://open.spotify.com/track/6ZvmnulA6jJY3lvveuCz77,2017-01-06,ec
148,Pumped Up Kicks,Foster The People,1712,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,2017-01-06,ec
149,Bad Things (with Camila Cabello),Machine Gun Kelly,1711,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-06,ec
150,Stitches,Shawn Mendes,1688,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,2017-01-06,ec
151,Fast Car,Jonas Blue,1683,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017-01-06,ec
152,Tu jardín con enanitos,Melendi,1676,https://open.spotify.com/track/6yCjU5j6YHbux2VQCBTTE1,2017-01-06,ec
153,Picky,Joey Montana,1641,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,2017-01-06,ec
154,All Night,The Vamps,1630,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-01-06,ec
155,Falsas Mentiras (feat. Ozuna),Los De La Nazza,1629,https://open.spotify.com/track/36JI0KHc591i9liHaFqDFG,2017-01-06,ec
156,Sin Contrato - Remix,Maluma,1626,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,2017-01-06,ec
157,Qué Gano Olvidándote,Reik,1617,https://open.spotify.com/track/7iXRsjttPa62GpOcqsx1aE,2017-01-06,ec
158,Scars To Your Beautiful,Alessia Cara,1611,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-06,ec
159,Bajito,Jencarlos,1608,https://open.spotify.com/track/2q5VkfuJpCHJiFkMqNsenl,2017-01-06,ec
160,Otra Copa (feat. Farruko),Justin Quiles,1607,https://open.spotify.com/track/5KX51uLJYo1S1MmITG7lHD,2017-01-06,ec
161,Firestone,Kygo,1595,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,2017-01-06,ec
162,How Deep Is Your Love,Calvin Harris,1595,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,2017-01-06,ec
163,Me Quema,Paulina Rubio,1593,https://open.spotify.com/track/5k5HXMmbU31I6cMOWnMgSQ,2017-01-06,ec
164,No Money,Galantis,1591,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,2017-01-06,ec
165,I Would Like,Zara Larsson,1580,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-06,ec
166,La Bicicleta - Remix,Carlos Vives,1564,https://open.spotify.com/track/7IRuf7FrdQvOGs0g9mSNGr,2017-01-06,ec
167,Si Ella Quisiera - Remix,Justin Quiles,1560,https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,2017-01-06,ec
168,Panda,Desiigner,1559,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017-01-06,ec
169,Bailando - Spanish Version,Enrique Iglesias,1559,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,2017-01-06,ec
170,7 Years,Lukas Graham,1557,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-06,ec
171,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1555,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017-01-06,ec
172,Adventure Of A Lifetime,Coldplay,1545,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-06,ec
173,Lush Life,Zara Larsson,1540,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,2017-01-06,ec
174,Counting Stars,OneRepublic,1540,https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T,2017-01-06,ec
175,Final Song,MØ,1536,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-06,ec
176,Hello,Adele,1534,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,2017-01-06,ec
177,What Do You Mean?,Justin Bieber,1533,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,2017-01-06,ec
178,Bohemian Rhapsody - Remastered 2011,Queen,1531,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,2017-01-06,ec
179,She Will Be Loved - Radio Mix,Maroon 5,1518,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,2017-01-06,ec
180,Sugar (feat. Francesco Yates),Robin Schulz,1512,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,2017-01-06,ec
181,Traidora,Gente De Zona,1507,https://open.spotify.com/track/7Fl3wSxRqBljyQH8dJSz9c,2017-01-06,ec
182,Caraluna,Bacilos,1507,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums,2017-01-06,ec
183,Embriágame (feat. Don Omar) - Remix,Zion & Lennox,1505,https://open.spotify.com/track/1WOJTQfNUEkLlsinPP95VM,2017-01-06,ec
184,Let Me Hold You (Turn Me On),Dante Klein,1504,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,2017-01-06,ec
185,Caminar de Tu Mano,Río Roma,1503,https://open.spotify.com/track/7cCRlUf8ayOJtTlWN7g8Ni,2017-01-06,ec
186,Un Polvo,Maluma,1502,https://open.spotify.com/track/01vHGJRvJ6EZW9KO8NtZpi,2017-01-06,ec
187,Hasta la Raíz,Natalia Lafourcade,1501,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,2017-01-06,ec
188,Llegaste tú (feat. Reykon),Sofia Reyes,1496,https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,2017-01-06,ec
189,Love Me Now,John Legend,1495,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-06,ec
190,Pierde Los Modales,J Balvin,1494,https://open.spotify.com/track/4r3itKA9HEJo48RG65OEnt,2017-01-06,ec
191,Sex,Cheat Codes,1489,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,2017-01-06,ec
192,Afuera del planeta,Manuel Medrano,1479,https://open.spotify.com/track/71t9GoojGIMZLySI6imKFY,2017-01-06,ec
193,A Thousand Years,Christina Perri,1475,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,2017-01-06,ec
194,Hymn For The Weekend,Coldplay,1469,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-06,ec
195,Kill Em With Kindness,Selena Gomez,1464,https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ,2017-01-06,ec
196,La promesa,Melendi,1457,https://open.spotify.com/track/2GJyBJWPmnM7pK961cB6iV,2017-01-06,ec
197,Cuando Se Pone a Bailar,Rombai,1457,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,2017-01-06,ec
198,Million Reasons,Lady Gaga,1457,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,2017-01-06,ec
199,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,1450,https://open.spotify.com/track/0uVyZywUNOp6S0dU5r8TS8,2017-01-06,ec
200,Into You,Ariana Grande,1439,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-01-06,ec
1,Reggaetón Lento (Bailemos),CNCO,21438,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-07,ec
2,Chantaje,Shakira,19357,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-07,ec
3,Otra Vez (feat. J Balvin),Zion & Lennox,17095,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-07,ec
4,Safari,J Balvin,14493,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-07,ec
5,Vente Pa' Ca,Ricky Martin,14144,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-07,ec
6,Ay Mi Dios,IAmChino,11781,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,2017-01-07,ec
7,Vacaciones,Wisin,11553,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,2017-01-07,ec
